"week","tweets","tweets.cum","date","state.abb","Commodity","progress.NASS","tweets.tot","tweets.fit","fit.deriv2","tweets.cum.sub","progress.twitter","crop","wk.buffer.start","wk.buffer.end"
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,28,70,"corn",1,1
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,39,97.5,"corn",1,1
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,40,100,"corn",1,1
15,0,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,0,0,"corn",1,2
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,4,9.30232558139535,"corn",1,2
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,12,27.906976744186,"corn",1,2
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,28,65.1162790697674,"corn",1,2
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,39,90.6976744186046,"corn",1,2
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,40,93.0232558139535,"corn",1,2
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,43,100,"corn",1,2
15,0,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,0,0,"corn",1,3
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,4,9.30232558139535,"corn",1,3
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,12,27.906976744186,"corn",1,3
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,28,65.1162790697674,"corn",1,3
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,39,90.6976744186046,"corn",1,3
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,40,93.0232558139535,"corn",1,3
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,43,100,"corn",1,3
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,43,100,"corn",1,3
15,0,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,0,0,"corn",1,4
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,4,9.09090909090909,"corn",1,4
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,12,27.2727272727273,"corn",1,4
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,28,63.6363636363636,"corn",1,4
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,39,88.6363636363636,"corn",1,4
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,40,90.9090909090909,"corn",1,4
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,43,97.7272727272727,"corn",1,4
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,43,97.7272727272727,"corn",1,4
23,1,46,NA,"SD",NA,NA,48,47.890632109022,-0.14093381182234,44,100,"corn",1,4
15,0,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,0,0,"corn",1,5
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,4,8.88888888888889,"corn",1,5
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,12,26.6666666666667,"corn",1,5
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,28,62.2222222222222,"corn",1,5
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,39,86.6666666666667,"corn",1,5
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,40,88.8888888888889,"corn",1,5
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,43,95.5555555555556,"corn",1,5
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,43,95.5555555555556,"corn",1,5
23,1,46,NA,"SD",NA,NA,48,47.890632109022,-0.14093381182234,44,97.7777777777778,"corn",1,5
24,1,47,NA,"SD",NA,NA,48,47.9649351491258,-0.0453961755716975,45,100,"corn",1,5
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",2,0
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.5,"corn",2,0
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,12.5,"corn",2,0
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,32.5,"corn",2,0
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,72.5,"corn",2,0
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,100,"corn",2,0
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",2,1
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.4390243902439,"corn",2,1
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,12.1951219512195,"corn",2,1
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,31.7073170731707,"corn",2,1
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,70.7317073170732,"corn",2,1
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,97.5609756097561,"corn",2,1
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,100,"corn",2,1
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",2,2
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.27272727272727,"corn",2,2
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.3636363636364,"corn",2,2
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,29.5454545454545,"corn",2,2
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,65.9090909090909,"corn",2,2
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,90.9090909090909,"corn",2,2
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,93.1818181818182,"corn",2,2
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,100,"corn",2,2
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",2,3
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.27272727272727,"corn",2,3
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.3636363636364,"corn",2,3
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,29.5454545454545,"corn",2,3
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,65.9090909090909,"corn",2,3
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,90.9090909090909,"corn",2,3
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,93.1818181818182,"corn",2,3
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,100,"corn",2,3
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,44,100,"corn",2,3
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",2,4
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.22222222222222,"corn",2,4
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.1111111111111,"corn",2,4
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,28.8888888888889,"corn",2,4
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,64.4444444444444,"corn",2,4
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,88.8888888888889,"corn",2,4
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,91.1111111111111,"corn",2,4
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,97.7777777777778,"corn",2,4
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,44,97.7777777777778,"corn",2,4
23,1,46,NA,"SD",NA,NA,48,47.890632109022,-0.14093381182234,45,100,"corn",2,4
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",2,5
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.17391304347826,"corn",2,5
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,10.8695652173913,"corn",2,5
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,28.2608695652174,"corn",2,5
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,63.0434782608696,"corn",2,5
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,86.9565217391304,"corn",2,5
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,89.1304347826087,"corn",2,5
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,95.6521739130435,"corn",2,5
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,44,95.6521739130435,"corn",2,5
23,1,46,NA,"SD",NA,NA,48,47.890632109022,-0.14093381182234,45,97.8260869565217,"corn",2,5
24,1,47,NA,"SD",NA,NA,48,47.9649351491258,-0.0453961755716975,46,100,"corn",2,5
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",3,0
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",3,0
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.5,"corn",3,0
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,12.5,"corn",3,0
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,32.5,"corn",3,0
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,72.5,"corn",3,0
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,100,"corn",3,0
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",3,1
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",3,1
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.4390243902439,"corn",3,1
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,12.1951219512195,"corn",3,1
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,31.7073170731707,"corn",3,1
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,70.7317073170732,"corn",3,1
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,97.5609756097561,"corn",3,1
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,100,"corn",3,1
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",3,2
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",3,2
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.27272727272727,"corn",3,2
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.3636363636364,"corn",3,2
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,29.5454545454545,"corn",3,2
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,65.9090909090909,"corn",3,2
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,90.9090909090909,"corn",3,2
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,93.1818181818182,"corn",3,2
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,100,"corn",3,2
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",3,3
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",3,3
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.27272727272727,"corn",3,3
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.3636363636364,"corn",3,3
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,29.5454545454545,"corn",3,3
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,65.9090909090909,"corn",3,3
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,90.9090909090909,"corn",3,3
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,93.1818181818182,"corn",3,3
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,100,"corn",3,3
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,44,100,"corn",3,3
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",3,4
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",3,4
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.22222222222222,"corn",3,4
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.1111111111111,"corn",3,4
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,28.8888888888889,"corn",3,4
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,64.4444444444444,"corn",3,4
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,88.8888888888889,"corn",3,4
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,91.1111111111111,"corn",3,4
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,97.7777777777778,"corn",3,4
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,44,97.7777777777778,"corn",3,4
23,1,46,NA,"SD",NA,NA,48,47.890632109022,-0.14093381182234,45,100,"corn",3,4
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",3,5
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",3,5
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.17391304347826,"corn",3,5
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,10.8695652173913,"corn",3,5
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,28.2608695652174,"corn",3,5
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,63.0434782608696,"corn",3,5
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,86.9565217391304,"corn",3,5
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,89.1304347826087,"corn",3,5
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,95.6521739130435,"corn",3,5
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,44,95.6521739130435,"corn",3,5
23,1,46,NA,"SD",NA,NA,48,47.890632109022,-0.14093381182234,45,97.8260869565217,"corn",3,5
24,1,47,NA,"SD",NA,NA,48,47.9649351491258,-0.0453961755716975,46,100,"corn",3,5
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",4,0
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",4,0
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",4,0
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.5,"corn",4,0
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,12.5,"corn",4,0
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,32.5,"corn",4,0
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,72.5,"corn",4,0
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,100,"corn",4,0
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",4,1
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",4,1
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",4,1
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.4390243902439,"corn",4,1
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,12.1951219512195,"corn",4,1
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,31.7073170731707,"corn",4,1
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,70.7317073170732,"corn",4,1
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,97.5609756097561,"corn",4,1
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,100,"corn",4,1
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",4,2
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",4,2
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",4,2
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.27272727272727,"corn",4,2
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.3636363636364,"corn",4,2
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,29.5454545454545,"corn",4,2
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,65.9090909090909,"corn",4,2
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,90.9090909090909,"corn",4,2
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,93.1818181818182,"corn",4,2
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,100,"corn",4,2
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",4,3
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",4,3
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",4,3
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.27272727272727,"corn",4,3
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.3636363636364,"corn",4,3
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,29.5454545454545,"corn",4,3
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,65.9090909090909,"corn",4,3
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,90.9090909090909,"corn",4,3
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,93.1818181818182,"corn",4,3
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,100,"corn",4,3
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,44,100,"corn",4,3
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",4,4
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",4,4
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",4,4
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.22222222222222,"corn",4,4
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.1111111111111,"corn",4,4
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,28.8888888888889,"corn",4,4
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,64.4444444444444,"corn",4,4
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,88.8888888888889,"corn",4,4
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,91.1111111111111,"corn",4,4
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,97.7777777777778,"corn",4,4
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,44,97.7777777777778,"corn",4,4
23,1,46,NA,"SD",NA,NA,48,47.890632109022,-0.14093381182234,45,100,"corn",4,4
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",4,5
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",4,5
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",4,5
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.17391304347826,"corn",4,5
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,10.8695652173913,"corn",4,5
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,28.2608695652174,"corn",4,5
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,63.0434782608696,"corn",4,5
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,86.9565217391304,"corn",4,5
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,89.1304347826087,"corn",4,5
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,95.6521739130435,"corn",4,5
22,0,45,2017-06-04,"SD","CORN",99,48,47.6599957072172,-0.431817473175192,44,95.6521739130435,"corn",4,5
23,1,46,NA,"SD",NA,NA,48,47.890632109022,-0.14093381182234,45,97.8260869565217,"corn",4,5
24,1,47,NA,"SD",NA,NA,48,47.9649351491258,-0.0453961755716975,46,100,"corn",4,5
11,0,1,NA,"SD",NA,NA,48,0.0243269804960699,0.0315157205498014,0,0,"corn",5,0
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",5,0
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",5,0
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",5,0
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.5,"corn",5,0
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,12.5,"corn",5,0
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,32.5,"corn",5,0
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,72.5,"corn",5,0
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,100,"corn",5,0
11,0,1,NA,"SD",NA,NA,48,0.0243269804960699,0.0315157205498014,0,0,"corn",5,1
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",5,1
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",5,1
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",5,1
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.4390243902439,"corn",5,1
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,12.1951219512195,"corn",5,1
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,31.7073170731707,"corn",5,1
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,70.7317073170732,"corn",5,1
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,97.5609756097561,"corn",5,1
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,100,"corn",5,1
11,0,1,NA,"SD",NA,NA,48,0.0243269804960699,0.0315157205498014,0,0,"corn",5,2
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",5,2
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",5,2
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",5,2
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.27272727272727,"corn",5,2
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.3636363636364,"corn",5,2
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,29.5454545454545,"corn",5,2
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,65.9090909090909,"corn",5,2
19,11,41,2017-05-14,"SD","CORN",77,48,39.4259507024808,-5.87309790891161,40,90.9090909090909,"corn",5,2
20,1,42,2017-05-21,"SD","CORN",88,48,44.8758938598542,-3.29633334497301,41,93.1818181818182,"corn",5,2
21,3,45,2017-05-28,"SD","CORN",95,48,46.9536172058582,-1.27015853422845,44,100,"corn",5,2
11,0,1,NA,"SD",NA,NA,48,0.0243269804960699,0.0315157205498014,0,0,"corn",5,3
12,0,1,NA,"SD",NA,NA,48,0.075912294552082,0.0980276315946283,0,0,"corn",5,3
13,0,1,NA,"SD",NA,NA,48,0.236345287880317,0.30213767476654,0,0,"corn",5,3
14,0,1,2017-04-09,"SD","CORN",0,48,0.73066784869593,0.90517079663906,0,0,"corn",5,3
15,1,2,2017-04-16,"SD","CORN",0,48,2.21101981978849,2.48449233645393,1,2.27272727272727,"corn",5,3
16,4,6,2017-04-23,"SD","CORN",3,48,6.2914140046591,5.23365110096327,5,11.3636363636364,"corn",5,3
17,8,14,2017-04-30,"SD","CORN",7,48,15.3737807182476,4.87320945279174,13,29.5454545454545,"corn",5,3
18,16,30,2017-05-07,"SD","CORN",32,48,28.5824511877287,-2.86443436018742,29,65.9090909090909,"corn",5,3
